0.00,1.05
60.00,1.05
120.00,1.05
180.00,1.05
240.00,1.20
300.00,1.30
360.00,1.30
420.00,1.20
480.00,1.05
540.00,0.95
600.00,0.95
660.00,0.95
720.00,0.95
780.00,1.05
840.00,1.05
900.00,1.05
960.00,1.15
1020.00,1.25
1080.00,1.25
1123.00,0.00
1123.00,1.25
1140.00,1.15
1200.00,1.05
1260.00,1.05
1320.00,1.05
1380.00,1.05
1440.00,1.05
